CD_SETOR,CD_AGSN,NM_AGSN,CD_MUNICIP,NM_MUNICIP,CD_UF,SG_UF
110020505000008,11002050017,SOCIALISTA/JARDIM SANTANA,1100205,PORTO VELHO,11,RO
110020505000031,11002050002,ALPHAVILLE - NOVA ESPERANÇA,1100205,PORTO VELHO,11,RO
110020505000032,11002050002,ALPHAVILLE - NOVA ESPERANÇA,1100205,PORTO VELHO,11,RO
110020505000035,11002050003,APONIÃ,1100205,PORTO VELHO,11,RO
110020505000069,11002050019,PORTO PARK,1100205,PORTO VELHO,11,RO
110020505060024,11002050013,MOCAMBO,1100205,PORTO VELHO,11,RO
110020505060025,11002050005,BAIXA DA UNIÃO,1100205,PORTO VELHO,11,RO
110020505060051,11002050021,ROQUE - MATO GROSSO,1100205,PORTO VELHO,11,RO
110020505060052,11002050020,ROQUE,1100205,PORTO VELHO,11,RO
110020505060053,11002050020,ROQUE,1100205,PORTO VELHO,11,RO
110020505060061,11002050025,TRIÂNGULO,1100205,PORTO VELHO,11,RO
110020505060062,11002050025,TRIÂNGULO,1100205,PORTO VELHO,11,RO
110020505060072,11002050022,SÃO SEBASTIÃO,1100205,PORTO VELHO,11,RO
110020505060073,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060074,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060075,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060076,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060077,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060078,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060079,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060080,11002050014,NACIONAL,1100205,PORTO VELHO,11,RO
110020505060082,11002050012,MATO GROSSO,1100205,PORTO VELHO,11,RO
110020505060083,11002050026,TUCUMANZAL,1100205,PORTO VELHO,11,RO
110020505060088,11002050012,MATO GROSSO,1100205,PORTO VELHO,11,RO
110020505060097,11002050026,TUCUMANZAL,1100205,PORTO VELHO,11,RO
110020505060098,11002050015,NOSSA SENHORA DAS GRAÇAS,1100205,PORTO VELHO,11,RO
110020505060099,11002050020,ROQUE,1100205,PORTO VELHO,11,RO
110020505080014,11002050007,ELETRONORTE,1100205,PORTO VELHO,11,RO
110020505080019,11002050007,ELETRONORTE,1100205,PORTO VELHO,11,RO
110020505080023,11002050016,NOVO HORIZONTE,1100205,PORTO VELHO,11,RO
110020505080041,11002050009,FLORESTA,1100205,PORTO VELHO,11,RO
110020505080088,11002050004,AREIA BRANCA,1100205,PORTO VELHO,11,RO
110020505080090,11002050006,CIDADE NOVA,1100205,PORTO VELHO,11,RO
110020505080091,11002050016,NOVO HORIZONTE,1100205,PORTO VELHO,11,RO
110020505080092,11002050006,CIDADE NOVA,1100205,PORTO VELHO,11,RO
110020505080093,11002050006,CIDADE NOVA,1100205,PORTO VELHO,11,RO
110020505080094,11002050006,CIDADE NOVA,1100205,PORTO VELHO,11,RO
110020505080095,11002050006,CIDADE NOVA,1100205,PORTO VELHO,11,RO
110020505080096,11002050006,CIDADE NOVA,1100205,PORTO VELHO,11,RO
110020505090051,11002050024,TRES MARIAS,1100205,PORTO VELHO,11,RO
110020505090068,11002050003,APONIÃ,1100205,PORTO VELHO,11,RO
110020505090071,11002050018,PLANALTO,1100205,PORTO VELHO,11,RO
110020505090080,11002050023,TEIXEIRÃO,1100205,PORTO VELHO,11,RO
110020505090083,11002050008,ESPERANÇA DA COMUNIDDE,1100205,PORTO VELHO,11,RO
110020505090084,11002050008,ESPERANÇA DA COMUNIDDE,1100205,PORTO VELHO,11,RO
110020505090085,11002050010,MARIANA,1100205,PORTO VELHO,11,RO
110020505090086,11002050011,MARINGÁ,1100205,PORTO VELHO,11,RO
110020505100026,11002050010,MARIANA,1100205,PORTO VELHO,11,RO
110020505100027,11002050010,MARIANA,1100205,PORTO VELHO,11,RO
120020305000012,12002030003,BAIXA CEMITÉRIO,1200203,CRUZEIRO DO SUL,12,AC
120020305000013,12002030001,LAGOA,1200203,CRUZEIRO DO SUL,12,AC
120020305000029,12002030002,CRUZEIRINHO,1200203,CRUZEIRO DO SUL,12,AC
120040105000009,12004010008,CIDADE NOVA,1200401,RIO BRANCO,12,AC
120040105000010,12004010002,DOM GIOCONDO,1200401,RIO BRANCO,12,AC
120040105000013,12004010009,SEIS DE AGOSTO,1200401,RIO BRANCO,12,AC
120040105000015,12004010009,SEIS DE AGOSTO,1200401,RIO BRANCO,12,AC
120040105000018,12004010008,CIDADE NOVA,1200401,RIO BRANCO,12,AC
120040105000019,12004010008,CIDADE NOVA,1200401,RIO BRANCO,12,AC
120040105000020,12004010004,PREVENTÓRIO,1200401,RIO BRANCO,12,AC
120040105000021,12004010004,PREVENTÓRIO,1200401,RIO BRANCO,12,AC
120040105000029,12004010013,BAIXADA DA HABITASA,1200401,RIO BRANCO,12,AC
120040105000032,12004010007,TRIÂNGULO,1200401,RIO BRANCO,12,AC
120040105000033,12004010007,TRIÂNGULO,1200401,RIO BRANCO,12,AC
120040105000034,12004010011,AEROPORTO VELHO,1200401,RIO BRANCO,12,AC
120040105000049,12004010005,BAIXADA DA CADEIA VELHA,1200401,RIO BRANCO,12,AC
120040105000050,12004010005,BAIXADA DA CADEIA VELHA,1200401,RIO BRANCO,12,AC
120040105000051,12004010005,BAIXADA DA CADEIA VELHA,1200401,RIO BRANCO,12,AC
120040105000054,12004010013,BAIXADA DA HABITASA,1200401,RIO BRANCO,12,AC
120040105000055,12004010005,BAIXADA DA CADEIA VELHA,1200401,RIO BRANCO,12,AC
120040105000056,12004010010,RAMAL DA JUDIA,1200401,RIO BRANCO,12,AC
120040105000057,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
120040105000058,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
120040105000059,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
120040105000060,12004010011,AEROPORTO VELHO,1200401,RIO BRANCO,12,AC
120040105000064,12004010012,PISTA,1200401,RIO BRANCO,12,AC
120040105000092,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
120040105000118,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
120040105000119,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
120040105000120,12004010014,PRAIA DO AMAPA,1200401,RIO BRANCO,12,AC
120040105000124,12004010001,AYRTON SENNA,1200401,RIO BRANCO,12,AC
120040105000125,12004010001,AYRTON SENNA,1200401,RIO BRANCO,12,AC
120040105000227,12004010006,TAQUARI,1200401,RIO BRANCO,12,AC
130006005000020,13000600001,FAVELINHA,1300060,AMATURÁ,13,AM
130006005000021,13000600002,SÃO FRANCISCO,1300060,AMATURÁ,13,AM
130010205000004,13001020001,VILA IZABEL,1300102,ANORI,13,AM
130040905000070,13004090001,MARARA,1300409,BARCELOS,13,AM
130040905000071,13004090002,MARIUA,1300409,BARCELOS,13,AM
130040905000072,13004090003,SANTO ANTONIO,1300409,BARCELOS,13,AM
130050805000002,13005080001,NOVA CONQUISTA,1300508,BARREIRINHA,13,AM
130060705000002,13006070002,BAIXADA FLUMINENSE,1300607,BENJAMIN CONSTANT,13,AM
130060705000009,13006070001,JAVARIZINHO,1300607,BENJAMIN CONSTANT,13,AM
130060705000035,13006070001,JAVARIZINHO,1300607,BENJAMIN CONSTANT,13,AM
130060705000036,13006070001,JAVARIZINHO,1300607,BENJAMIN CONSTANT,13,AM
130060705000037,13006070001,JAVARIZINHO,1300607,BENJAMIN CONSTANT,13,AM
130060705000039,13006070002,BAIXADA FLUMINENSE,1300607,BENJAMIN CONSTANT,13,AM
130060705000040,13006070002,BAIXADA FLUMINENSE,1300607,BENJAMIN CONSTANT,13,AM
130070605000004,13007060002,CONJUNTO ANTONIO JORGE,1300706,BOCA DO ACRE,13,AM
130070605000006,13007060004,RABO DA COBRA,1300706,BOCA DO ACRE,13,AM
130070605000056,13007060003,CONJUNTO JOÃO PEDRO,1300706,BOCA DO ACRE,13,AM
130070605000061,13007060001,SHAN,1300706,BOCA DO ACRE,13,AM
130100105000014,13010010001,PONTE DO FUTURO,1301001,CARAUARI,13,AM
130100105000074,13010010002,CONJUNTO DA CAIXA,1301001,CARAUARI,13,AM
130120905000096,13012090001,ORIENTE,1301209,COARI,13,AM
130120905000097,13012090001,ORIENTE,1301209,COARI,13,AM
130120905000101,13012090004,NAZARÉ PINHEIRO,1301209,COARI,13,AM
130120905000104,13012090002,UNIÃO,1301209,COARI,13,AM
130120905000105,13012090003,ITAMARATI,1301209,COARI,13,AM
130120905000106,13012090003,ITAMARATI,1301209,COARI,13,AM
130130805000018,13013080001,GRANDE VITÓRIA,1301308,CODAJÁS,13,AM
130140705000002,13014070001,BAIXADA / MORADA DO SOL,1301407,EIRUNEPÉ,13,AM
130140705000003,13014070001,BAIXADA / MORADA DO SOL,1301407,EIRUNEPÉ,13,AM
130140705000007,13014070002,PONTA DO VENTO,1301407,EIRUNEPÉ,13,AM
130140705000059,13014070004,SANTO ANTÔNIO,1301407,EIRUNEPÉ,13,AM
130140705000060,13014070003,ABACABAL,1301407,EIRUNEPÉ,13,AM
130140705000061,13014070003,ABACABAL,1301407,EIRUNEPÉ,13,AM
130140705000062,13014070004,SANTO ANTÔNIO,1301407,EIRUNEPÉ,13,AM
130140705000063,13014070002,PONTA DO VENTO,1301407,EIRUNEPÉ,13,AM
130150605000040,13015060001,VÁRZEA,1301506,ENVIRA,13,AM
130165405000017,13016540002,VÁRZEA DA FLORESTA,1301654,GUAJARÁ,13,AM
130180305000019,13018030001,IGARAPÉ DA EXTREMA,1301803,IPIXUNA,13,AM
130180305000031,13018030001,IGARAPÉ DA EXTREMA,1301803,IPIXUNA,13,AM
130185205000013,13018520004,GRAÇA LOPES,1301852,IRANDUBA,13,AM
130185205000021,13018520006,LARANJAL,1301852,IRANDUBA,13,AM
130185205000023,13018520004,GRAÇA LOPES,1301852,IRANDUBA,13,AM
130185210000001,13018520003,ARIAÚ,1301852,IRANDUBA,13,AM
130185210000002,13018520003,ARIAÚ,1301852,IRANDUBA,13,AM
130185215000001,13018520001,CACAU PIRERA,1301852,IRANDUBA,13,AM
130185215000002,13018520001,CACAU PIRERA,1301852,IRANDUBA,13,AM
130185215000003,13018520001,CACAU PIRERA,1301852,IRANDUBA,13,AM
130185215000004,13018520002,ALTO DE NAZARÉ,1301852,IRANDUBA,13,AM
130185215000007,13018520010,SÃO JOSÉ,1301852,IRANDUBA,13,AM
130185215000008,13018520009,PARQUE CABOCLO,1301852,IRANDUBA,13,AM
130185215000009,13018520001,CACAU PIRERA,1301852,IRANDUBA,13,AM
130185215000010,13018520007,NOVA VENEZA,1301852,IRANDUBA,13,AM
130185215000011,13018520001,CACAU PIRERA,1301852,IRANDUBA,13,AM
130185215000012,13018520001,CACAU PIRERA,1301852,IRANDUBA,13,AM
130185220000001,13018520005,LAGO DO LIMÃO,1301852,IRANDUBA,13,AM
130185220000002,13018520005,LAGO DO LIMÃO,1301852,IRANDUBA,13,AM
130185225000001,13018520008,PARICATUBA,1301852,IRANDUBA,13,AM
130190205000075,13019020001,JAUARY,1301902,ITACOATIARA,13,AM
130240505000005,13024050003,IGARAPÉ DA PONTE,1302405,LÁBREA,13,AM
130240505000006,13024050001,BEIRA RIO,1302405,LÁBREA,13,AM
130240505000068,13024050001,BEIRA RIO,1302405,LÁBREA,13,AM
130240505000069,13024050001,BEIRA RIO,1302405,LÁBREA,13,AM
130240505000070,13024050003,IGARAPÉ DA PONTE,1302405,LÁBREA,13,AM
130240505000071,13024050001,BEIRA RIO,1302405,LÁBREA,13,AM
130240505000072,13024050004,VILA FALCÃO,1302405,LÁBREA,13,AM
130240505000085,13024050001,BEIRA RIO,1302405,LÁBREA,13,AM
130240505000086,13024050002,IGARAPÉ DA FONTE,1302405,LÁBREA,13,AM
130240505000087,13024050002,IGARAPÉ DA FONTE,1302405,LÁBREA,13,AM
130250405000084,13025040003,MONTE CRISTO,1302504,MANACAPURU,13,AM
130250405000093,13025040004,LAGO AZUL,1302504,MANACAPURU,13,AM
130250405000098,13025040001,SÃO FRANCISCO DO GUIRIBÉ,1302504,MANACAPURU,13,AM
130250405000099,13025040002,LOTEAMENTO DEUS É FIEL,1302504,MANACAPURU,13,AM
130260305000002,13026030058,COMUNIDADE 23 DE SETEMBRO,1302603,MANAUS,13,AM
130260305000004,13026030080,COMUNIDADE SÃO JOÃO,1302603,MANAUS,13,AM
130260305000005,13026030080,COMUNIDADE SÃO JOÃO,1302603,MANAUS,13,AM
130260305000027,13026030056,COMUNIDADE LAGOA AZUL 2,1302603,MANAUS,13,AM
130260305000028,13026030056,COMUNIDADE LAGOA AZUL 2,1302603,MANAUS,13,AM
130260305000037,13026030056,COMUNIDADE LAGOA AZUL 2,1302603,MANAUS,13,AM
130260305000038,13026030058,COMUNIDADE 23 DE SETEMBRO,1302603,MANAUS,13,AM
130260305000041,13026030081,COMUNIDADE PARQUE SANTA ITELVINA,1302603,MANAUS,13,AM
130260305000042,13026030081,COMUNIDADE PARQUE SANTA ITELVINA,1302603,MANAUS,13,AM
130260305000048,13026030056,COMUNIDADE LAGOA AZUL 2,1302603,MANAUS,13,AM
130260305000053,13026030057,COMUNIDADE NOBRE,1302603,MANAUS,13,AM
130260305060053,13026030055,IGARAPÉ DA CASTANHA - MATINHA,1302603,MANAUS,13,AM
130260305060075,13026030055,IGARAPÉ DA CASTANHA - MATINHA,1302603,MANAUS,13,AM
130260305070101,13026030061,SANTO AGOSTINHO,1302603,MANAUS,13,AM
130260305070103,13026030060,IGARAPÉ DA CACHOEIRA - SÃO JORGE,1302603,MANAUS,13,AM
130260305070121,13026030062,MEU BEM MEU MAU,1302603,MANAUS,13,AM
130260305070122,13026030062,MEU BEM MEU MAU,1302603,MANAUS,13,AM
130260305070123,13026030062,MEU BEM MEU MAU,1302603,MANAUS,13,AM
130260305070135,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070137,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070138,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070139,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070140,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070141,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070142,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070145,13026030016,IGARAPÉ DE SÃO RAIMUNDO,1302603,MANAUS,13,AM
130260305070170,13026030060,IGARAPÉ DA CACHOEIRA - SÃO JORGE,1302603,MANAUS,13,AM
130260305070190,13026030060,IGARAPÉ DA CACHOEIRA - SÃO JORGE,1302603,MANAUS,13,AM
130260305080111,13026030073,SAPOLÂNDIA,1302603,MANAUS,13,AM
130260305090020,13026030022,IGARAPÉ DE PETRÓPOLIS,1302603,MANAUS,13,AM
130260305090036,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305090037,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305090038,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305090039,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305090096,13026030009,JAPIINLÂNDIA,1302603,MANAUS,13,AM
130260305090101,13026030013,IGARAPÉ DO QUARENTA,1302603,MANAUS,13,AM
130260305090149,13026030033,SUCUPIRA,1302603,MANAUS,13,AM
130260305090154,13026030033,SUCUPIRA,1302603,MANAUS,13,AM
130260305090155,13026030033,SUCUPIRA,1302603,MANAUS,13,AM
130260305090167,13026030013,IGARAPÉ DO QUARENTA,1302603,MANAUS,13,AM
130260305090168,13026030013,IGARAPÉ DO QUARENTA,1302603,MANAUS,13,AM
130260305090184,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305090213,13026030009,JAPIINLÂNDIA,1302603,MANAUS,13,AM
130260305090214,13026030013,IGARAPÉ DO QUARENTA,1302603,MANAUS,13,AM
130260305090215,13026030033,SUCUPIRA,1302603,MANAUS,13,AM
130260305090220,13026030033,SUCUPIRA,1302603,MANAUS,13,AM
130260305090221,13026030013,IGARAPÉ DO QUARENTA,1302603,MANAUS,13,AM
130260305100103,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305100114,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305100115,13026030046,MONTE BELA VISTA,1302603,MANAUS,13,AM
130260305100117,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305100140,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100141,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100142,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100143,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100144,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100145,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100146,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100147,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100148,13026030052,GRANDE VITÓRIA,1302603,MANAUS,13,AM
130260305100149,13026030051,GILBERTO MESTRINHO,1302603,MANAUS,13,AM
130260305100150,13026030027,SANTA INÊS,1302603,MANAUS,13,AM
130260305100171,13026030046,MONTE BELA VISTA,1302603,MANAUS,13,AM
130260305100172,13026030046,MONTE BELA VISTA,1302603,MANAUS,13,AM
130260305100179,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100182,13026030052,GRANDE VITÓRIA,1302603,MANAUS,13,AM
130260305100183,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100184,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100185,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100186,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100187,13026030052,GRANDE VITÓRIA,1302603,MANAUS,13,AM
130260305100188,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100190,13026030017,IGARAPÉ DO CRESPO,1302603,MANAUS,13,AM
130260305100194,13026030017,IGARAPÉ DO CRESPO,1302603,MANAUS,13,AM
130260305100195,13026030053,NOVA VITÓRIA,1302603,MANAUS,13,AM
130260305100199,13026030024,SÃO SEBASTIÃO,1302603,MANAUS,13,AM
130260305110063,13026030043,JARDIM TROPICAL,1302603,MANAUS,13,AM
130260305110095,13026030065,PARQUE DAS NAÇÕES,1302603,MANAUS,13,AM
130260305110135,13026030060,IGARAPÉ DA CACHOEIRA - SÃO JORGE,1302603,MANAUS,13,AM
130260305110154,13026030065,PARQUE DAS NAÇÕES,1302603,MANAUS,13,AM
130260305110155,13026030065,PARQUE DAS NAÇÕES,1302603,MANAUS,13,AM
130260305110159,13026030073,SAPOLÂNDIA,1302603,MANAUS,13,AM
130260305110177,13026030082,BAIRRO DA UNIÃO,1302603,MANAUS,13,AM
130260305110195,13026030065,PARQUE DAS NAÇÕES,1302603,MANAUS,13,AM
130260305110200,13026030073,SAPOLÂNDIA,1302603,MANAUS,13,AM
130260305110252,13026030060,IGARAPÉ DA CACHOEIRA - SÃO JORGE,1302603,MANAUS,13,AM
130260305110253,13026030060,IGARAPÉ DA CACHOEIRA - SÃO JORGE,1302603,MANAUS,13,AM
130260305110271,13026030073,SAPOLÂNDIA,1302603,MANAUS,13,AM
130260305110273,13026030082,BAIRRO DA UNIÃO,1302603,MANAUS,13,AM
130260305120053,13026030076,NOSSA SENHORA DO PERPÉTUO SOCORRO,1302603,MANAUS,13,AM
130260305120054,13026030076,NOSSA SENHORA DO PERPÉTUO SOCORRO,1302603,MANAUS,13,AM
130260305120099,13026030087,COMUNIDADE RAIO DO SOL,1302603,MANAUS,13,AM
130260305120109,13026030083,COMUNIDADE NOVA CANAÃ,1302603,MANAUS,13,AM
130260305120110,13026030083,COMUNIDADE NOVA CANAÃ,1302603,MANAUS,13,AM
130260305120111,13026030025,NOSSA SENHORA DE FÁTIMA,1302603,MANAUS,13,AM
130260305120122,13026030083,COMUNIDADE NOVA CANAÃ,1302603,MANAUS,13,AM
130260305120181,13026030026,COLÔNIA TERRA NOVA,1302603,MANAUS,13,AM
130260305120204,13026030069,MONTE DAS OLIVEIRAS,1302603,MANAUS,13,AM
130260305120206,13026030069,MONTE DAS OLIVEIRAS,1302603,MANAUS,13,AM
130260305120211,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120213,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120216,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120219,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120229,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120230,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120240,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120241,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120242,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120243,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120244,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120245,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120246,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120247,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120248,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120249,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120250,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120251,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120252,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120253,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120254,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120255,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120256,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120257,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120258,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120259,13026030023,JORGE TEIXERA,1302603,MANAUS,13,AM
130260305120260,13026030023,JORGE TEIXERA,1302603,MANAUS,13,AM
130260305120261,13026030023,JORGE TEIXERA,1302603,MANAUS,13,AM
130260305120262,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120263,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120264,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120265,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120267,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120268,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120269,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120270,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120274,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120275,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120278,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120287,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120288,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120289,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120303,13026030026,COLÔNIA TERRA NOVA,1302603,MANAUS,13,AM
130260305120349,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120383,13026030076,NOSSA SENHORA DO PERPÉTUO SOCORRO,1302603,MANAUS,13,AM
130260305120384,13026030076,NOSSA SENHORA DO PERPÉTUO SOCORRO,1302603,MANAUS,13,AM
130260305120415,13026030074,ALIANÇA COM DEUS,1302603,MANAUS,13,AM
130260305120416,13026030083,COMUNIDADE NOVA CANAÃ,1302603,MANAUS,13,AM
130260305120417,13026030025,NOSSA SENHORA DE FÁTIMA,1302603,MANAUS,13,AM
130260305120461,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120462,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120472,13026030074,ALIANÇA COM DEUS,1302603,MANAUS,13,AM
130260305120473,13026030074,ALIANÇA COM DEUS,1302603,MANAUS,13,AM
130260305120474,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120475,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120476,13026030074,ALIANÇA COM DEUS,1302603,MANAUS,13,AM
130260305120477,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120478,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120479,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120480,13026030023,JORGE TEIXERA,1302603,MANAUS,13,AM
130260305120481,13026030023,JORGE TEIXERA,1302603,MANAUS,13,AM
130260305120482,13026030023,JORGE TEIXERA,1302603,MANAUS,13,AM
130260305120484,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120485,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120486,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120487,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120488,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120491,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120492,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120495,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120505,13026030085,COMUNIDADE SANTA MARTA,1302603,MANAUS,13,AM
130260305120506,13026030085,COMUNIDADE SANTA MARTA,1302603,MANAUS,13,AM
130260305120507,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120508,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120509,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120511,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120529,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120530,13026030084,COMUNIDADE JESUS ME DEU,1302603,MANAUS,13,AM
130260305120531,13026030069,MONTE DAS OLIVEIRAS,1302603,MANAUS,13,AM
130260305120532,13026030069,MONTE DAS OLIVEIRAS,1302603,MANAUS,13,AM
130260305120533,13026030069,MONTE DAS OLIVEIRAS,1302603,MANAUS,13,AM
130260305120534,13026030069,MONTE DAS OLIVEIRAS,1302603,MANAUS,13,AM
130260305120535,13026030039,CIDADE DE DEUS,1302603,MANAUS,13,AM
130260305120536,13026030074,ALIANÇA COM DEUS,1302603,MANAUS,13,AM
130260305120542,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120543,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120545,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120546,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120547,13026030002,SANTA ETELVINA,1302603,MANAUS,13,AM
130260305120552,13026030026,COLÔNIA TERRA NOVA,1302603,MANAUS,13,AM
130260305120553,13026030026,COLÔNIA TERRA NOVA,1302603,MANAUS,13,AM
